UMAP1,UMAP2,GT,KMeans,DEC,scDCC
14.318122,4.300898,Stellate,Beta,Stellate,Stellate
-7.5170255,1.5458828,Beta,Beta,Beta,Beta
7.9011536,-4.4001946,Alpha,Alpha,Alpha,Alpha
3.204881,2.435908,Delta,Delta,Beta,Delta
-8.488716,2.2536485,Beta,Beta,Beta,Beta
17.741266,-5.2691483,Beta,Beta,Beta,Beta
7.2693114,-3.8786485,Alpha,Alpha,Alpha,Alpha
11.92027,4.913731,Beta,Beta,Stellate,Beta
-8.709688,1.4740868,Beta,Beta,Beta,Beta
17.39064,-6.00542,Beta,Beta,Beta,Beta
14.303652,4.222672,Stellate,Beta,Stellate,Stellate
2.8805554,-0.5407528,Gamma,Delta,Alpha,Gamma
-8.218549,1.6719521,Beta,Beta,Beta,Beta
12.247726,4.6882863,Beta,Beta,Stellate,Stellate
-7.306373,1.5602574,Beta,Beta,Beta,Beta
17.061863,-5.7669926,Beta,Beta,Beta,Beta
3.1181972,-0.5801654,Gamma,Delta,Beta,Gamma
-7.4433703,1.9827273,Beta,Beta,Beta,Beta
-7.088438,2.1817389,Beta,Beta,Beta,Beta
7.1605964,-3.765176,Alpha,Alpha,Alpha,Alpha
16.992807,-5.7349906,Beta,Beta,Beta,Beta
2.8209965,-0.56204575,Gamma,Delta,Beta,Gamma
-8.520109,0.48392448,Beta,Beta,Beta,Beta
-8.686482,1.2841308,Beta,Beta,Beta,Beta
-6.8923054,3.0391443,Beta,Beta,Beta,Beta
-6.063417,2.7592824,Beta,Delta,Beta,Beta
17.527386,-5.5735154,Beta,Beta,Beta,Beta
13.410375,-6.4713397,Beta,Beta,Alpha,Beta
-8.27398,0.12083469,Beta,Beta,Beta,Beta
-7.262657,2.0981367,Beta,Beta,Beta,Beta
17.629864,-5.979949,Beta,Beta,Beta,Beta
-8.287686,2.069906,Beta,Beta,Beta,Beta
17.362741,-5.6582575,Beta,Beta,Beta,Beta
-7.008924,1.4803745,Beta,Beta,Beta,Beta
17.633787,-5.920301,Beta,Beta,Beta,Beta
-8.502419,1.3231324,Beta,Beta,Beta,Beta
12.201621,4.9333954,Beta,Beta,Stellate,Beta
17.326654,-6.112199,Beta,Beta,Beta,Beta
17.56101,-5.8058124,Beta,Beta,Beta,Beta
-6.1389337,2.3584857,Beta,Beta,Beta,Beta
17.664158,-5.8832064,Beta,Beta,Beta,Beta
12.293388,5.0062957,Beta,Beta,Stellate,Beta
-7.0984435,2.1614015,Beta,Beta,Beta,Beta
8.817984,-4.4618297,Alpha,Alpha,Alpha,Alpha
-0.64644885,16.90657,Ductal,Ductal,Acinar,Ductal
17.976267,-5.610565,Beta,Beta,Beta,Beta
-6.974438,3.426265,Beta,Beta,Beta,Beta
-7.28441,2.3119879,Beta,Beta,Beta,Beta
17.91218,-5.875747,Beta,Beta,Beta,Beta
-7.3647876,2.0653098,Beta,Beta,Beta,Beta
-7.235006,1.8970164,Beta,Beta,Beta,Beta
-8.050795,1.9756184,Beta,Beta,Beta,Beta
17.967674,-5.73976,Beta,Beta,Beta,Beta
13.288678,-7.980596,Beta,Beta,Beta,Beta
17.460794,-5.66054,Beta,Beta,Beta,Beta
-1.1950717,16.914122,Ductal,Ductal,Acinar,Ductal
-8.003528,1.7320994,Beta,Beta,Beta,Beta
-1.9778565,16.808548,Ductal,Ductal,Ductal,Ductal
18.19018,-5.3745604,Beta,Beta,Beta,Beta
12.107498,5.0096765,Beta,Beta,Stellate,Beta
-7.4202814,2.3433077,Delta,Beta,Beta,Delta
17.910011,-5.7609625,Beta,Beta,Beta,Beta
17.571836,-6.096615,Beta,Beta,Beta,Beta
-6.943612,1.8939223,Beta,Beta,Beta,Beta
17.878702,-5.7171526,Beta,Beta,Beta,Beta
17.728537,-5.7371893,Beta,Beta,Beta,Beta
9.011382,-4.3400917,Alpha,Delta,Alpha,Alpha
-0.83705777,16.976976,Ductal,Ductal,Acinar,Ductal
-8.478457,0.81401414,Beta,Beta,Beta,Beta
2.963874,3.5188205,Delta,Delta,Beta,Delta
4.0019293,3.6228602,Delta,Delta,Beta,Delta
2.88169,3.936538,Delta,Delta,Beta,Delta
5.462515,9.3335905,Acinar,Acinar,Acinar,Acinar
8.964856,-4.7257533,Alpha,Alpha,Alpha,Alpha
2.9982429,3.7550707,Delta,Delta,Beta,Delta
2.712359,3.4033136,Delta,Delta,Beta,Delta
3.4007504,3.4857404,Delta,Delta,Beta,Delta
3.266725,2.8540716,Delta,Delta,Beta,Delta
5.4535313,10.360309,Acinar,Acinar,Acinar,Acinar
-9.734138,2.1191268,Beta,Beta,Beta,Beta
5.180954,9.846121,Acinar,Acinar,Acinar,Acinar
3.36752,2.630794,Delta,Delta,Beta,Delta
-9.472799,1.8395593,Beta,Beta,Beta,Beta
3.2787583,3.375366,Delta,Delta,Beta,Delta
8.714503,-3.9482555,Alpha,Alpha,Alpha,Alpha
2.890084,3.7741475,Delta,Delta,Beta,Delta
3.3318977,3.647874,Delta,Delta,Beta,Delta
-10.103255,1.5265425,Beta,Beta,Beta,Beta
3.3496761,3.2170284,Delta,Delta,Beta,Delta
-9.096689,1.9994733,Beta,Beta,Beta,Beta
-7.6626315,3.388175,Beta,Beta,Beta,Beta
2.8804202,2.816888,Delta,Delta,Beta,Delta
3.1946228,-0.90275574,Gamma,Delta,Beta,Gamma
-9.414173,0.6542663,Beta,Beta,Beta,Beta
3.088221,2.4793177,Delta,Delta,Beta,Delta
-9.550611,2.1663246,Beta,Beta,Beta,Beta
3.0460963,3.6849005,Delta,Delta,Beta,Delta
-9.605137,0.8296167,Beta,Beta,Beta,Beta
9.02555,-5.0527673,Alpha,Alpha,Alpha,Alpha
-9.983029,1.4184157,Beta,Beta,Beta,Beta
2.7901251,3.2244282,Delta,Delta,Beta,Delta
2.969125,3.8319342,Delta,Delta,Beta,Delta
-9.147521,0.86712193,Beta,Beta,Beta,Beta
3.5278275,3.6889555,Delta,Delta,Beta,Delta
3.7174985,3.3257337,Delta,Delta,Beta,Delta
-0.13271967,16.44779,Ductal,Ductal,Ductal,Ductal
-8.653864,1.0591756,Beta,Beta,Beta,Beta
2.7456727,3.5773506,Delta,Delta,Beta,Delta
3.16785,3.9675214,Delta,Delta,Beta,Delta
8.167002,-4.5365624,Alpha,Alpha,Alpha,Alpha
-9.9795685,1.5385453,Beta,Beta,Beta,Beta
9.241986,-3.3550484,Alpha,Alpha,Alpha,Alpha
8.08913,-7.2424183,Alpha,Alpha,Alpha,Alpha
-8.827511,0.9789611,Beta,Beta,Beta,Beta
5.346432,9.613714,Acinar,Acinar,Acinar,Acinar
-9.509787,0.33702913,Beta,Beta,Beta,Beta
-9.04781,2.7731006,Beta,Beta,Beta,Beta
-9.416503,0.6331477,Beta,Beta,Beta,Beta
3.2971137,3.40814,Delta,Delta,Beta,Delta
14.80591,3.655052,Stellate,Beta,Stellate,Stellate
-9.561099,0.4292296,Beta,Beta,Beta,Beta
-10.165002,1.7692046,Beta,Beta,Beta,Beta
-9.109663,1.9010298,Beta,Beta,Beta,Beta
3.303957,2.9680016,Delta,Delta,Beta,Delta
-7.749028,1.4981112,Beta,Beta,Beta,Beta
8.946682,-5.3405423,Alpha,Alpha,Alpha,Alpha
-2.1332922,16.465864,Ductal,Alpha,Acinar,Ductal
4.952787,10.646384,Acinar,Acinar,Acinar,Acinar
3.2908041,3.425507,Delta,Delta,Beta,Delta
-8.961888,2.5131013,Beta,Beta,Beta,Beta
-9.090837,1.013224,Beta,Beta,Beta,Beta
-10.073903,1.9869144,Beta,Beta,Beta,Beta
5.0557675,10.266891,Acinar,Acinar,Acinar,Acinar
-8.803688,1.115538,Beta,Beta,Beta,Beta
3.6034608,3.4636524,Delta,Delta,Beta,Delta
-8.950365,1.4936367,Beta,Beta,Beta,Beta
-8.975738,2.2115223,Beta,Beta,Beta,Beta
-8.421293,2.1427834,Beta,Beta,Beta,Beta
3.6121006,2.9480288,Delta,Delta,Beta,Delta
3.0738707,3.6347864,Delta,Delta,Beta,Delta
-8.778691,0.70720816,Beta,Beta,Beta,Beta
3.4259946,2.92443,Delta,Delta,Beta,Delta
-9.464965,0.68198854,Beta,Beta,Beta,Beta
-9.590803,0.89741033,Beta,Beta,Beta,Beta
-9.335551,0.6231112,Beta,Beta,Beta,Beta
-9.417366,1.4494561,Beta,Beta,Beta,Beta
-9.452519,1.3304594,Beta,Beta,Beta,Beta
-9.654168,1.755496,Beta,Beta,Beta,Beta
5.480329,10.000769,Acinar,Acinar,Acinar,Acinar
-9.466871,1.7890189,Beta,Beta,Beta,Beta
-9.328757,2.3596354,Beta,Beta,Beta,Beta
-8.599195,0.9154334,Beta,Beta,Beta,Beta
9.064351,-4.447191,Alpha,Alpha,Alpha,Alpha
17.92367,-5.4964404,Beta,Beta,Beta,Beta
-9.613558,0.9597127,Beta,Beta,Beta,Beta
3.1184816,3.6661644,Delta,Delta,Beta,Delta
-9.429786,1.853795,Beta,Beta,Beta,Beta
3.6391103,3.5477364,Delta,Delta,Beta,Delta
-9.743572,0.5071809,Beta,Beta,Beta,Beta
2.6883955,3.3902369,Delta,Delta,Beta,Delta
-7.2447715,2.5313768,Beta,Beta,Beta,Beta
-9.683824,1.0266384,Beta,Beta,Beta,Beta
3.0650237,3.3974442,Delta,Delta,Beta,Delta
-1.4168413,17.672802,Ductal,Ductal,Ductal,Ductal
-10.25219,1.6115469,Beta,Beta,Beta,Beta
-8.289466,0.8772337,Beta,Beta,Beta,Beta
-2.128573,16.931683,Ductal,Ductal,Ductal,Ductal
-10.382087,1.478305,Beta,Beta,Beta,Beta
-9.051349,0.7809657,Beta,Beta,Beta,Beta
-8.489402,1.2511206,Beta,Beta,Beta,Beta
-9.002838,1.760463,Beta,Beta,Beta,Beta
5.298714,10.093935,Acinar,Acinar,Acinar,Acinar
5.4013696,8.94365,Acinar,Acinar,Acinar,Acinar
-9.179564,1.7861725,Beta,Beta,Beta,Beta
8.873952,-4.146669,Alpha,Alpha,Alpha,Alpha
-9.465999,1.3181419,Beta,Beta,Beta,Beta
3.1553676,3.4211264,Delta,Delta,Beta,Delta
-8.893619,1.5694897,Beta,Beta,Beta,Beta
-9.391449,0.46316177,Beta,Beta,Beta,Beta
-9.35425,2.240063,Beta,Beta,Beta,Beta
-9.347349,1.7911564,Beta,Beta,Beta,Beta
-7.290494,3.2459097,Beta,Beta,Beta,Beta
-1.1833811,17.635199,Ductal,Ductal,Ductal,Ductal
-8.353125,1.1248051,Beta,Beta,Beta,Beta
5.3539367,8.762235,Acinar,Acinar,Acinar,Acinar
-9.281293,-0.08512918,Beta,Beta,Beta,Beta
5.012025,9.278253,Acinar,Acinar,Acinar,Acinar
-8.624754,2.0903745,Beta,Beta,Beta,Beta
-2.9038851,16.285633,Ductal,Ductal,Ductal,Ductal
-9.760655,0.4289686,Beta,Beta,Beta,Beta
14.704747,3.5373003,Stellate,Beta,Stellate,Stellate
8.322493,-4.6573133,Alpha,Alpha,Alpha,Alpha
-8.534422,-0.9626614,Beta,Beta,Beta,Beta
2.828047,3.6724849,Delta,Delta,Beta,Delta
3.5853605,3.6026297,Delta,Delta,Beta,Delta
-9.138751,0.90695435,Beta,Beta,Beta,Beta
-8.986822,1.4075115,Beta,Beta,Beta,Beta
-9.3356285,1.6719085,Beta,Beta,Beta,Beta
-7.3405623,3.4752579,Beta,Beta,Beta,Beta
5.4306607,8.770521,Acinar,Acinar,Acinar,Acinar
-7.3943024,3.3206,Beta,Beta,Beta,Beta
-8.503375,-0.053352505,Beta,Beta,Beta,Beta
-10.177684,1.905945,Beta,Beta,Beta,Beta
3.6443841,3.101859,Delta,Delta,Beta,Delta
-7.3010154,1.5989897,Beta,Beta,Beta,Beta
-2.276639,16.422314,Ductal,Ductal,Ductal,Ductal
-9.472547,1.7652829,Beta,Beta,Beta,Beta
-8.882138,2.1364088,Beta,Beta,Beta,Beta
-1.3294938,17.371782,Ductal,Ductal,Acinar,Ductal
13.2657,-8.579446,Beta,Beta,Beta,Beta
-9.11536,1.8877625,Beta,Beta,Beta,Beta
3.5179956,3.0881424,Delta,Delta,Beta,Delta
-10.141038,1.8216053,Beta,Beta,Beta,Beta
-9.871975,1.5519341,Beta,Beta,Beta,Beta
-9.279106,1.787279,Beta,Beta,Beta,Beta
-9.575113,0.6426906,Beta,Beta,Beta,Beta
-8.461466,1.2320911,Beta,Beta,Beta,Beta
14.880831,4.1424203,Stellate,Beta,Stellate,Stellate
-8.956339,1.4100497,Beta,Beta,Beta,Beta
-7.3410397,0.32695314,Beta,Beta,Beta,Beta
-0.43623698,17.935574,Ductal,Ductal,Ductal,Ductal
-8.381652,1.4485735,Beta,Beta,Beta,Beta
-9.209946,1.7421161,Beta,Beta,Beta,Beta
-9.006437,0.41730157,Beta,Beta,Beta,Beta
-9.876745,1.1018376,Beta,Beta,Beta,Beta
-8.64404,1.5174888,Beta,Beta,Beta,Beta
2.6284173,3.66442,Delta,Delta,Beta,Delta
-9.015818,1.6488229,Beta,Beta,Beta,Beta
-9.342756,0.06587587,Beta,Beta,Beta,Beta
3.553793,3.4331963,Delta,Delta,Beta,Delta
-9.322475,1.7883787,Beta,Beta,Beta,Beta
-8.852066,1.3194958,Beta,Beta,Beta,Beta
-10.407291,1.5578847,Beta,Beta,Beta,Beta
-9.609438,2.0807323,Beta,Beta,Beta,Beta
8.06476,-5.8100038,Alpha,Alpha,Alpha,Alpha
-7.5141554,3.7008646,Beta,Beta,Beta,Beta
-9.021428,1.1950369,Beta,Beta,Beta,Beta
4.7838473,9.352687,Acinar,Acinar,Acinar,Acinar
-7.234642,3.6698058,Beta,Beta,Beta,Beta
-7.3553324,3.6586246,Beta,Beta,Beta,Beta
-8.821099,2.1518452,Beta,Beta,Beta,Beta
-9.095563,0.39348096,Beta,Beta,Beta,Beta
-0.6058332,16.314672,Ductal,Ductal,Ductal,Ductal
-8.540235,0.9809088,Beta,Beta,Beta,Beta
3.5541892,2.9487047,Delta,Delta,Beta,Delta
-9.015248,1.021383,Beta,Beta,Beta,Beta
8.76698,-4.8474345,Alpha,Alpha,Alpha,Alpha
-7.500813,2.9124818,Beta,Beta,Beta,Beta
-8.800802,2.2397811,Beta,Beta,Beta,Beta
-9.170542,1.389131,Beta,Beta,Beta,Beta
-8.735073,0.8891392,Beta,Beta,Beta,Beta
3.3113034,3.346522,Delta,Delta,Beta,Delta
-9.5531225,1.3200128,Beta,Beta,Beta,Beta
-8.905084,1.0223515,Beta,Beta,Beta,Beta
2.5773797,2.5416815,Delta,Delta,Beta,Delta
-8.679172,0.66502,Beta,Beta,Beta,Beta
-8.38517,1.135011,Beta,Beta,Beta,Beta
-9.125615,0.667289,Beta,Beta,Beta,Beta
-8.374306,2.0661447,Beta,Beta,Beta,Beta
-7.311159,3.5742044,Beta,Beta,Beta,Beta
-10.216098,1.8210499,Beta,Beta,Beta,Beta
-7.8964677,1.9465029,Beta,Beta,Beta,Beta
3.103455,-0.63363284,Gamma,Delta,Beta,Gamma
-9.007543,1.0088003,Beta,Beta,Beta,Beta
-9.135503,1.4841781,Beta,Beta,Beta,Beta
3.9568412,2.614815,Delta,Delta,Beta,Delta
-2.5564966,16.837894,Ductal,Ductal,Ductal,Ductal
-9.710568,1.2511277,Beta,Beta,Beta,Beta
-9.045542,1.5927564,Beta,Beta,Beta,Beta
-7.1749773,3.707649,Beta,Beta,Beta,Beta
4.1216445,2.61305,Delta,Delta,Beta,Delta
-8.605614,0.5782652,Beta,Beta,Beta,Beta
-2.010708,16.949646,Ductal,Ductal,Ductal,Ductal
-7.815604,2.2132466,Beta,Beta,Beta,Beta
-9.601089,2.1476195,Beta,Beta,Beta,Beta
-9.643693,1.0622232,Beta,Beta,Beta,Beta
-9.10679,1.0272213,Beta,Beta,Beta,Beta
-3.5073576,17.624329,Ductal,Ductal,Ductal,Ductal
14.681509,3.4491754,Stellate,Beta,Stellate,Stellate
-7.4857616,3.4480052,Beta,Beta,Beta,Beta
8.672642,-3.9757051,Alpha,Alpha,Alpha,Alpha
-7.93747,1.216854,Beta,Beta,Beta,Beta
-8.550419,1.6514118,Beta,Beta,Beta,Beta
14.078366,4.936467,Stellate,Beta,Stellate,Stellate
8.484515,-4.5712814,Alpha,Alpha,Alpha,Alpha
5.4186754,9.458055,Acinar,Acinar,Acinar,Acinar
3.245508,-0.5711873,Gamma,Beta,Beta,Gamma
-9.470353,1.31611,Beta,Beta,Beta,Beta
-9.042562,1.5391449,Beta,Beta,Beta,Beta
-8.1564455,0.50486195,Beta,Beta,Beta,Beta
2.6552775,2.5679178,Delta,Delta,Beta,Delta
8.837598,-4.7615232,Alpha,Alpha,Alpha,Alpha
17.263489,-3.80607,Beta,Beta,Beta,Beta
3.1168885,-0.43689924,Gamma,Delta,Beta,Gamma
-9.248905,1.6208307,Beta,Beta,Beta,Beta
8.479441,-4.331823,Alpha,Alpha,Alpha,Alpha
-9.407941,1.2283995,Beta,Beta,Beta,Beta
-9.174207,2.186326,Beta,Beta,Beta,Beta
-8.035946,1.0554603,Beta,Beta,Beta,Beta
2.6903589,2.530077,Delta,Delta,Beta,Delta
-7.2315025,2.3257685,Beta,Beta,Beta,Beta
17.957113,-5.623085,Beta,Beta,Beta,Beta
-8.385207,0.7780343,Beta,Beta,Beta,Beta
3.3235202,3.3523216,Delta,Delta,Beta,Delta
-9.852304,0.9366488,Beta,Beta,Beta,Beta
9.054665,-4.05671,Alpha,Alpha,Alpha,Alpha
-9.019621,1.9160604,Beta,Beta,Beta,Beta
8.879872,-3.576206,Alpha,Alpha,Alpha,Alpha
8.715046,-5.3207545,Alpha,Alpha,Alpha,Alpha
-5.8599887,2.7715993,Beta,Delta,Beta,Beta
9.09122,-3.9913416,Alpha,Alpha,Alpha,Alpha
-2.6296654,16.2389,Ductal,Ductal,Ductal,Ductal
-7.6925344,1.1097021,Beta,Beta,Beta,Beta
6.7223983,-5.0283837,Alpha,Alpha,Alpha,Alpha
16.606138,-5.528901,Beta,Beta,Beta,Beta
-8.671829,0.6710207,Beta,Beta,Beta,Beta
-8.450802,0.651026,Beta,Beta,Beta,Beta
-0.47700304,16.016016,Ductal,Ductal,Ductal,Ductal
4.163706,2.676615,Delta,Delta,Beta,Delta
-6.9850097,1.579311,Beta,Delta,Beta,Beta
-9.352168,0.68168676,Beta,Beta,Beta,Beta
8.889128,-4.8395643,Alpha,Alpha,Alpha,Alpha
8.888705,-4.749312,Alpha,Alpha,Alpha,Alpha
2.5345497,2.7446027,Delta,Delta,Beta,Delta
2.996506,-0.6017206,Gamma,Delta,Alpha,Gamma
8.920981,-4.9201007,Alpha,Alpha,Alpha,Alpha
-9.043946,-0.54462427,Beta,Beta,Beta,Beta
8.893673,-4.100379,Alpha,Alpha,Alpha,Alpha
-0.7917604,17.515697,Ductal,Ductal,Ductal,Ductal
-8.384119,1.500748,Beta,Beta,Beta,Beta
3.5333624,-0.65044785,Gamma,Delta,Alpha,Gamma
-8.858401,2.2364979,Beta,Beta,Beta,Beta
13.717666,5.2109776,Stellate,Beta,Alpha,Stellate
2.8095148,3.169903,Delta,Delta,Beta,Delta
-8.542235,0.9104001,Beta,Beta,Beta,Beta
8.54163,-4.951663,Alpha,Alpha,Alpha,Alpha
2.775563,3.7040455,Delta,Delta,Beta,Delta
-9.29943,1.0856036,Beta,Beta,Beta,Beta
5.5154285,8.687114,Acinar,Acinar,Acinar,Acinar
-8.630383,1.3775543,Beta,Beta,Beta,Beta
-9.593958,1.0750992,Beta,Beta,Beta,Beta
-9.614493,1.350159,Beta,Beta,Beta,Beta
-9.479835,1.72025,Beta,Beta,Beta,Beta
-7.9864755,1.584318,Beta,Beta,Beta,Beta
8.443988,-5.3080716,Alpha,Alpha,Alpha,Alpha
-9.127353,1.8039993,Beta,Beta,Beta,Beta
-9.767169,2.111334,Beta,Beta,Beta,Beta
13.173727,-8.480266,Beta,Beta,Beta,Beta
2.7251265,-0.8840943,Gamma,Delta,Beta,Gamma
-7.3908815,3.7578914,Beta,Beta,Beta,Beta
-7.6388927,3.177774,Beta,Beta,Beta,Beta
8.809117,-4.0530877,Alpha,Alpha,Alpha,Alpha
5.5289974,9.738607,Acinar,Acinar,Acinar,Acinar
17.254005,-5.379226,Beta,Alpha,Alpha,Beta
8.815586,-3.8205745,Alpha,Alpha,Alpha,Alpha
-8.293933,2.2375293,Beta,Beta,Beta,Beta
8.872829,-5.5203195,Alpha,Alpha,Alpha,Alpha
8.556556,-3.8287382,Alpha,Alpha,Alpha,Alpha
8.6267395,-4.4876804,Alpha,Alpha,Alpha,Alpha
-7.195328,3.1341283,Beta,Beta,Beta,Beta
-9.948479,1.2959311,Beta,Beta,Beta,Beta
8.971556,-3.6998825,Alpha,Alpha,Alpha,Alpha
8.028373,-5.6100745,Alpha,Alpha,Alpha,Alpha
13.195912,-8.492306,Beta,Beta,Beta,Beta
7.581579,-4.89462,Alpha,Alpha,Alpha,Alpha
-7.3860226,2.4088182,Beta,Beta,Beta,Beta
-9.985477,1.3129977,Beta,Beta,Beta,Beta
-6.540453,2.98601,Beta,Delta,Beta,Beta
8.615779,-6.0342927,Alpha,Alpha,Alpha,Alpha
14.619013,4.407684,Stellate,Beta,Stellate,Stellate
2.7141259,2.5447016,Delta,Delta,Beta,Delta
7.558099,-5.477735,Alpha,Alpha,Alpha,Alpha
9.062564,-4.1190815,Alpha,Alpha,Alpha,Alpha
17.93918,-5.6244564,Beta,Beta,Beta,Beta
-8.934781,1.1834539,Beta,Beta,Beta,Beta
12.422093,4.777667,Beta,Delta,Beta,Delta
-9.176738,2.3673882,Beta,Beta,Beta,Beta
-9.00923,2.253658,Beta,Beta,Beta,Beta
-6.2371902,1.986532,Beta,Beta,Beta,Beta
-2.6362164,16.19413,Ductal,Ductal,Ductal,Ductal
-7.447137,3.5842078,Beta,Beta,Beta,Beta
-2.7949886,16.468048,Ductal,Ductal,Ductal,Ductal
-7.9497705,1.4083954,Beta,Beta,Beta,Beta
-8.993171,1.8944149,Beta,Beta,Beta,Beta
14.115259,5.101234,Stellate,Beta,Stellate,Stellate
-8.476079,2.0816638,Beta,Beta,Beta,Beta
-2.5529993,16.239683,Ductal,Ductal,Ductal,Ductal
-7.4178014,2.607654,Beta,Beta,Beta,Beta
-7.8323936,2.0840807,Beta,Beta,Beta,Beta
2.845764,3.2379146,Delta,Delta,Beta,Delta
-2.5444872,16.328274,Ductal,Ductal,Ductal,Ductal
9.171091,-4.1383944,Alpha,Alpha,Alpha,Alpha
-2.9325144,16.366991,Ductal,Ductal,Ductal,Ductal
-7.7996635,2.1518295,Beta,Beta,Beta,Beta
3.3317547,-0.5209338,Gamma,Delta,Beta,Gamma
-2.4118383,16.697844,Ductal,Ductal,Ductal,Ductal
-8.741132,1.4107627,Beta,Beta,Beta,Beta
3.2011313,-0.2239875,Gamma,Delta,Beta,Gamma
3.1971037,3.6489115,Delta,Delta,Beta,Delta
7.2753954,-5.5332165,Alpha,Alpha,Alpha,Alpha
2.8500247,-1.1558133,Gamma,Delta,Beta,Gamma
8.854011,-4.6623664,Alpha,Alpha,Alpha,Alpha
-8.620194,1.9650576,Beta,Beta,Beta,Beta
13.125854,-8.173602,Beta,Beta,Beta,Beta
-8.433686,1.5368326,Beta,Beta,Beta,Beta
-9.976432,1.7295192,Beta,Beta,Beta,Beta
12.158028,4.3005266,Beta,Beta,Stellate,Beta
3.5846553,2.8523114,Delta,Delta,Beta,Delta
-8.321151,1.8739167,Beta,Beta,Beta,Beta
8.363377,-4.6105657,Alpha,Alpha,Alpha,Alpha
-8.837566,1.8285319,Beta,Beta,Beta,Beta
8.890519,-2.9570277,Alpha,Alpha,Alpha,Alpha
-9.772129,1.2315168,Beta,Beta,Beta,Beta
-8.519976,1.5691576,Beta,Beta,Beta,Beta
3.650616,-0.7115151,Gamma,Delta,Beta,Gamma
8.129185,-4.270631,Alpha,Alpha,Alpha,Alpha
-8.996665,2.625427,Beta,Beta,Beta,Beta
-8.509181,1.0780385,Beta,Beta,Beta,Beta
-8.077685,1.0694194,Beta,Beta,Beta,Beta
-7.4625607,3.0264542,Beta,Beta,Beta,Beta
12.941535,-8.236989,Beta,Beta,Beta,Beta
-8.287919,1.2852038,Beta,Beta,Beta,Beta
3.2516332,3.2817817,Delta,Delta,Beta,Delta
-9.239432,1.2516234,Beta,Beta,Beta,Beta
2.9032874,-0.37037975,Gamma,Delta,Beta,Gamma
3.8109188,0.6215238,Delta,Delta,Alpha,Delta
3.561604,3.4399784,Delta,Delta,Beta,Delta
9.328672,-3.9838626,Alpha,Alpha,Alpha,Alpha
-7.758938,2.0455658,Beta,Beta,Beta,Beta
-9.270988,0.17113395,Beta,Beta,Beta,Beta
3.192067,2.3407438,Delta,Delta,Beta,Delta
8.689461,-4.4504786,Alpha,Alpha,Alpha,Alpha
17.160402,-5.80367,Beta,Beta,Beta,Beta
-7.1258974,2.783011,Beta,Beta,Beta,Beta
14.129308,4.62647,Stellate,Beta,Stellate,Stellate
5.19051,9.913555,Acinar,Acinar,Acinar,Acinar
-9.398867,1.7428046,Beta,Beta,Beta,Beta
5.2000594,9.02513,Acinar,Acinar,Acinar,Acinar
9.042885,-4.9853115,Alpha,Alpha,Alpha,Alpha
3.1345563,-0.63890946,Gamma,Delta,Beta,Gamma
13.280878,-8.162581,Beta,Beta,Beta,Beta
-8.389479,2.635155,Beta,Beta,Beta,Beta
-9.060271,1.1686968,Beta,Beta,Beta,Beta
5.536858,8.806397,Acinar,Acinar,Acinar,Acinar
-8.601696,2.502743,Beta,Beta,Beta,Beta
-8.497031,1.3096793,Beta,Beta,Beta,Beta
8.162516,-5.1672125,Alpha,Alpha,Alpha,Alpha
3.1809886,3.0556006,Delta,Delta,Beta,Delta
-8.693123,1.6769222,Beta,Beta,Beta,Beta
0.09797792,16.404325,Ductal,Ductal,Ductal,Ductal
8.433475,-3.6367548,Alpha,Alpha,Alpha,Alpha
-8.477072,1.951539,Beta,Beta,Beta,Beta
2.666691,2.229868,Delta,Delta,Beta,Delta
-7.0603466,3.574192,Beta,Beta,Beta,Beta
-7.036861,2.2368562,Beta,Beta,Beta,Beta
5.5709033,8.531199,Acinar,Acinar,Acinar,Acinar
-8.03507,2.1293433,Beta,Beta,Beta,Beta
-9.319956,1.0026083,Beta,Beta,Beta,Beta
-8.032534,2.2909214,Beta,Beta,Beta,Beta
8.463479,-5.0953875,Alpha,Alpha,Alpha,Alpha
8.064228,-5.2234354,Alpha,Alpha,Alpha,Alpha
8.695602,-5.3269734,Alpha,Alpha,Alpha,Alpha
-2.795123,16.388178,Ductal,Ductal,Ductal,Ductal
8.601634,-3.2825212,Alpha,Alpha,Alpha,Alpha
5.5064898,9.398435,Acinar,Acinar,Acinar,Acinar
5.463522,8.809368,Acinar,Acinar,Acinar,Acinar
-8.775868,1.7172947,Beta,Beta,Beta,Beta
3.4189177,2.6809947,Delta,Delta,Beta,Delta
12.039478,4.9984713,Beta,Beta,Stellate,Beta
8.568304,-4.5264034,Alpha,Alpha,Alpha,Alpha
3.230129,2.9947267,Delta,Delta,Beta,Delta
-6.997474,3.4085445,Beta,Beta,Beta,Beta
-1.0187362,17.407146,Ductal,Ductal,Ductal,Ductal
-7.2279434,2.8332164,Beta,Beta,Beta,Beta
-9.880268,0.6128452,Beta,Beta,Beta,Beta
-8.094025,1.3499303,Beta,Beta,Beta,Beta
-8.95832,0.5667187,Beta,Beta,Beta,Beta
12.060515,4.472621,Beta,Beta,Stellate,Beta
16.693096,-5.1369424,Beta,Beta,Beta,Beta
5.28565,8.807117,Acinar,Acinar,Acinar,Acinar
14.610582,4.4777274,Stellate,Beta,Stellate,Stellate
2.9532933,3.3373797,Delta,Delta,Beta,Delta
-6.796843,2.3976374,Beta,Beta,Beta,Beta
8.170523,-3.1727777,Alpha,Alpha,Alpha,Alpha
